2024-12-10 14:13:43.452475,97688.0
2024-12-10 14:26:30.034058,97541.73
2024-12-10 14:27:30.274015,97555.99
2024-12-10 14:28:30.527827,97460.01
2024-12-10 14:29:30.783548,97492.35
2024-12-10 14:43:44.953572,97756.01
2024-12-10 14:43:50.207454,97756.02
2024-12-10 14:43:55.448339,97784.07
2024-12-10 14:44:00.688424,97800.0
2024-12-10 14:44:05.963170,97787.63
2024-12-10 14:44:11.199778,97772.0
2024-12-10 14:44:16.448923,97781.99
2024-12-10 14:44:21.695222,97772.78
2024-12-10 14:44:26.936308,97772.77
2024-12-10 14:52:36.548291,97754.42
2024-12-10 14:52:41.793657,97781.71
2024-12-10 14:52:47.040178,97800.0
2024-12-10 14:52:52.284242,97774.06
2024-12-10 14:52:57.528190,97760.26
2024-12-10 14:53:02.772557,97780.0
2024-12-10 14:53:08.017198,97799.99
2024-12-10 14:53:13.259968,97808.0
2024-12-10 14:53:18.507280,97792.0
2024-12-10 14:53:23.762630,97787.94
2024-12-10 14:53:29.002988,97752.0
2024-12-10 14:53:34.245801,97758.41
2024-12-10 14:53:39.491116,97745.44
2024-12-10 14:53:44.730459,97736.19
2024-12-10 14:53:49.974383,97757.79
2024-12-10 14:53:55.217363,97784.59
2024-12-10 14:54:00.466560,97787.76
2024-12-10 14:54:05.708179,97782.91
2024-12-10 14:54:10.952445,97783.99
2024-12-10 14:54:16.198130,97778.23
2024-12-10 14:54:21.438840,97753.37
2024-12-10 14:54:26.691040,97750.4
2024-12-10 14:54:31.933355,97768.13
2024-12-10 14:54:37.176404,97782.9
2024-12-10 14:54:42.421362,97765.75
2024-12-10 14:54:47.665463,97749.13
2024-12-10 14:54:52.924325,97751.1
2024-12-10 14:54:58.164255,97745.82
2024-12-10 14:55:03.410345,97736.41
2024-12-10 14:55:08.671247,97688.14
2024-12-10 14:55:13.912303,97687.51
2024-12-10 14:55:19.172021,97648.9
2024-12-10 14:55:24.421258,97661.9
2024-12-10 14:55:29.658425,97657.95
2024-12-10 14:55:34.911939,97664.01
2024-12-10 14:55:40.147813,97687.47
2024-12-10 14:55:45.395921,97701.41
2024-12-10 14:55:50.647402,97676.31
2024-12-10 14:55:55.892756,97665.94
2024-12-10 14:56:01.137210,97665.95
2024-12-10 14:56:06.379634,97695.99
2024-12-10 14:56:11.635473,97718.73
2024-12-10 14:56:16.885239,97684.01
2024-12-10 14:56:22.130269,97674.81
2024-12-10 14:56:27.373742,97695.55
2024-12-10 14:56:32.619119,97727.65
2024-12-10 14:56:37.900304,97736.0
2024-12-10 14:56:43.143879,97716.91
2024-12-10 14:56:48.384038,97708.23
2024-12-10 14:56:53.622349,97711.28
2024-12-10 14:56:58.863690,97709.21
